Season,Date,Time,Visitor,Home,Division,Location,Court
Fall 2016,12/3/2016,9:00am,6B Elkhorn Elite White 6th,6B Thunder 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/15/2016,1:00pm,6GS Millard South 6th,6GS OSA Platinum 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/15/2016,10:00am,6GS Bennington Badgers Gansebom 6th,6GS Elkhorn Elite Red 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/15/2016,11:00am,6GS Elkhorn Elite Gold 6th,6GS 51/ers 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/15/2016,12:00pm,6GS Marian Jr Crusaders Behrens 6th,6GS Bennington Badgers Gansebom 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/15/2016,2:00pm,6GS Lady Grizzlies Black 6th,6GS Lady Grizzlies Orange 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/15/2016,3:00pm,6GS Gretna Kastens 6th,6GS Fremont Elite Black 5th/6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/15/2016,4:00pm,6GS OSA Gold 6th,6GS Wahoops Blue 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/15/2016,5:00pm,6GS Westside Black 6th,6GS OSA Gold 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/15/2016,6:00pm,6GS AG Lady Jays 6th,6GS Marian Jr Crusaders McGee 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/15/2016,8:00am,6GS Elkhorn Elite Red 6th,6GS Omaha Crush 5th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/15/2016,9:00am,6GS Wahoo Mayberry 6th,6GS Lincoln Huskies 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/22/2016,1:00pm,6GS Fremont Elite Black 5th/6th,6GS Blair Purple 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/22/2016,10:00am,6GS Wahoops Blue 6th,6GS Elkhorn Elite Gold 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/22/2016,11:00am,6GS Marian Jr Crusaders McGee 6th,6GS Gretna Kastens 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/22/2016,12:00pm,6GS Blair Purple 6th,6GS Westside Black 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/22/2016,2:00pm,6GS OSA Platinum 6th,6GS Lady Grizzlies Black 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/22/2016,3:00pm,6GS Millard West Green 6th,6GS Marian Jr Crusaders Behrens 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/22/2016,4:00pm,6GS Wahoo Mayberry 6th,6GS OSA Platinum 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/22/2016,5:00pm,6GS 51/ers 6th,6GS Millard West Green 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/22/2016,6:00pm,6GS Lincoln Huskies 6th,6GS AG Lady Jays 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/22/2016,8:00am,6GS Marian Jr. Crusaders Long 6th,6GS Millard South 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/22/2016,9:00am,6GS Marian Jr. Crusaders Long 6th,6GS Gretna Kastens 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/29/2016,1:00pm,6GS Bennington Badgers Gansebom 6th,6GS 51/ers 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/29/2016,10:00am,6GS Millard West Green 6th,6GS Wahoops Blue 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/29/2016,11:00am,6GS Lady Grizzlies Orange 6th,6GS Wahoo Mayberry 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/29/2016,12:00pm,6GS Blair Purple 6th,6GS Marian Jr Crusaders McGee 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/29/2016,2:00pm,6GS OSA Gold 6th,6GS Gretna Kastens 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/29/2016,3:00pm,6GS Elkhorn Elite Gold 6th,6GS Westside Black 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/29/2016,4:00pm,6GS OSA Platinum 6th,6GS Lincoln Huskies 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/29/2016,5:00pm,6GS OSA Platinum 6th,6GS AG Lady Jays 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/29/2016,6:00pm,6GS Omaha Crush 5th,6GS Millard South 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/29/2016,8:00am,6GS Lady Grizzlies Black 6th,6GS Marian Jr. Crusaders Long 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/29/2016,9:00am,6GS Elkhorn Elite Red 6th,6GS Marian Jr Crusaders Behrens 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/5/2016,1:00pm,6GS Millard West Green 6th,6GS Fremont Elite Black 5th/6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/5/2016,10:00am,6GS Marian Jr Crusaders Behrens 6th,6GS 51/ers 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/5/2016,11:00am,6GS Lincoln Huskies 6th,6GS Blair Purple 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/5/2016,12:00pm,6GS Marian Jr Crusaders McGee 6th,6GS OSA Gold 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/5/2016,2:00pm,6GS Westside Black 6th,6GS Millard West Green 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/5/2016,3:00pm,6GS Millard South 6th,6GS Lady Grizzlies Black 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/5/2016,4:00pm,6GS Wahoops Blue 6th,6GS Bennington Badgers Gansebom 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/5/2016,5:00pm,6GS Lady Grizzlies Orange 6th,6GS Gretna Kastens 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/5/2016,6:00pm,6GS AG Lady Jays 6th,6GS Lady Grizzlies Orange 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/5/2016,8:00am,6GS 51/ers 6th,6GS Elkhorn Elite Red 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/5/2016,9:00am,6GS Marian Jr. Crusaders Long 6th,6GS Wahoo Mayberry 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/12/2016,1:00pm,6GS Fremont Elite Black 5th/6th,6GS Elkhorn Elite Gold 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/12/2016,10:00am,6GS OSA Gold 6th,6GS Lincoln Huskies 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/12/2016,11:00am,6GS Bennington Badgers Gansebom 6th,6GS Westside Black 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/12/2016,12:00pm,6GS Wahoo Mayberry 6th,6GS Millard South 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/12/2016,2:00pm,6GS Blair Purple 6th,6GS Lady Grizzlies Orange 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/12/2016,3:00pm,6GS Elkhorn Elite Gold 6th,6GS Marian Jr Crusaders McGee 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/12/2016,4:00pm,6GS Omaha Crush 5th,6GS Lady Grizzlies Black 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/12/2016,5:00pm,6GS Gretna Kastens 6th,6GS OSA Platinum 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/12/2016,6:00pm,6GS Marian Jr Crusaders Behrens 6th,6GS Omaha Crush 5th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/12/2016,8:00am,6GS AG Lady Jays 6th,6GS Marian Jr. Crusaders Long 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/12/2016,9:00am,6GS Elkhorn Elite Red 6th,6GS Wahoops Blue 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/19/2016,1:00pm,6GS Lady Grizzlies Black 6th,6GS Wahoo Mayberry 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/19/2016,10:00am,6GS Gretna Kastens 6th,6GS Millard South 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/19/2016,11:00am,6GS 51/ers 6th,6GS Omaha Crush 5th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/19/2016,12:00pm,6GS Millard South 6th,6GS AG Lady Jays 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/19/2016,2:00pm,6GS OSA Platinum 6th,6GS Blair Purple 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/19/2016,3:00pm,6GS OSA Gold 6th,6GS Fremont Elite Black 5th/6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/19/2016,4:00pm,6GS Wahoops Blue 6th,6GS Marian Jr Crusaders Behrens 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/19/2016,5:00pm,6GS Fremont Elite Black 5th/6th,6GS Bennington Badgers Gansebom 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/19/2016,6:00pm,6GS Bennington Badgers Gansebom 6th,6GS Marian Jr Crusaders McGee 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/19/2016,8:00am,6GS Westside Black 6th,6GS Elkhorn Elite Red 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,11/19/2016,9:00am,6GS Omaha Crush 5th,6GS Marian Jr. Crusaders Long 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,12/3/2016,1:00pm,6GS Elkhorn Elite Gold 6th,6GS Lady Grizzlies Orange 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,12/3/2016,10:00am,6GS Omaha Crush 5th,6GS Wahoo Mayberry 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,12/3/2016,11:00am,6GS Lady Grizzlies Orange 6th,6GS OSA Gold 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,12/3/2016,12:00pm,6GS Marian Jr Crusaders Behrens 6th,6GS Westside Black 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,12/3/2016,2:00pm,6GS Lincoln Huskies 6th,6GS Elkhorn Elite Gold 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,12/3/2016,3:00pm,6GS Millard West Green 6th,6GS Lincoln Huskies 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,12/3/2016,4:00pm,6GS 51/ers 6th,6GS Wahoops Blue 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,12/3/2016,5:00pm,6GS Marian Jr Crusaders McGee 6th,6GS Millard West Green 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,12/3/2016,6:00pm,6GS Elkhorn Elite Red 6th,6GS Fremont Elite Black 5th/6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,12/3/2016,8:00am,6GS Blair Purple 6th,6GS Marian Jr. Crusaders Long 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,12/3/2016,9:00am,6GS AG Lady Jays 6th,6GS Lady Grizzlies Black 6th,6th Grade Gold/Silver,ERMS,Court 1
Fall 2016,10/15/2016,8:00pm,7B Skutt Green 7th,7B Bennington Badgers Thompson 7th,7th Grade Bronze,ERMS,Court 2
Fall 2016,10/16/2016,1:00pm,7B AG Lady Jays 7th,7B Millard West Green 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/16/2016,10:00am,7B Elkhorn Elite White 7th,7B OSA White 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/16/2016,11:00am,7B Platteview Jr Trojans 7th,7B Millard West Green 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/16/2016,12:00pm,7B Fury 7th,7B Council Bluffs LC Titans 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/16/2016,2:00pm,7B Fremont Eite Rensch 7th,7B Gretna Martin 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/16/2016,3:00pm,7B Fremont Eite Rensch 7th,7B Westside Red 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/16/2016,5:00pm,7B Marian Jr Crusaders Schinco 7th,7B Bellevue Ice White 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/16/2016,9:00am,7B Millard North Blue 7th,7B Westside White 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/22/2016,8:00pm,7B Gretna Martin 7th,7B Skutt Green 7th,7th Grade Bronze,ERMS,Court 2
Fall 2016,10/23/2016,1:00pm,7B Bennington Badgers Thompson 7th,7B AG Lady Jays 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/23/2016,10:00am,7B Millard West Green 7th,7B Marian Jr Crusaders Schinco 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/23/2016,11:00am,7B OSA White 7th,7B Fury 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/23/2016,12:00pm,7B Council Bluffs LC Titans 7th,7B Elkhorn Elite White 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/23/2016,2:00pm,7B Westside Red 7th,7B Elkhorn Elite White 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/23/2016,3:00pm,7B Fremont Eite Rensch 7th,7B Westside White 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/23/2016,5:00pm,7B Bellevue Ice White 7th,7B Millard North Blue 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/23/2016,9:00am,7B Platteview Jr Trojans 7th,7B Marian Jr Crusaders Schinco 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/29/2016,8:00pm,7B Fury 7th,7B Westside White 7th,7th Grade Bronze,ERMS,Court 2
Fall 2016,10/30/2016,1:00pm,7B Lincoln Ambassadors Blue 7th,7B Bennington Badgers Thompson 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/30/2016,10:00am,7B Marian Jr Crusaders Schinco 7th,7B Millard North Blue 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/30/2016,11:00am,7B Fremont Eite Rensch 7th,7B Council Bluffs LC Titans 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/30/2016,12:00pm,7B AG Lady Jays 7th,7B Gretna Martin 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/30/2016,2:00pm,7B Lincoln Ambassadors Blue 7th,7B Platteview Jr Trojans 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/30/2016,3:00pm,7B Tekamah Herman 7th,7B OSA White 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/30/2016,5:00pm,7B Tekamah Herman 7th,7B Bellevue Ice White 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/30/2016,9:00am,7B Skutt Green 7th,7B Westside Red 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/5/2016,8:00pm,7B Westside White 7th,7B Elkhorn Elite White 7th,7th Grade Bronze,ERMS,Court 2
Fall 2016,11/6/2016,1:00pm,7B Millard West Green 7th,7B Bennington Badgers Thompson 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/6/2016,10:00am,7B Millard North Blue 7th,7B Tekamah Herman 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/6/2016,11:00am,7B OSA White 7th,7B Fremont Eite Rensch 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/6/2016,12:00pm,7B Westside Red 7th,7B AG Lady Jays 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/6/2016,2:00pm,7B Millard West Green 7th,7B Lincoln Ambassadors Blue 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/6/2016,3:00pm,7B Gretna Martin 7th,7B Lincoln Ambassadors Blue 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/6/2016,5:00pm,7B Bellevue Ice White 7th,7B Fury 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/6/2016,9:00am,7B Council Bluffs LC Titans 7th,7B Skutt Green 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/12/2016,8:00pm,7B Fury 7th,7B Millard North Blue 7th,7th Grade Bronze,ERMS,Court 2
Fall 2016,11/13/2016,1:00pm,7B Lincoln Ambassadors Blue 7th,7B Westside Red 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/13/2016,10:00am,7B Platteview Jr Trojans 7th,7B Gretna Martin 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/13/2016,11:00am,7B Westside White 7th,7B Tekamah Herman 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/13/2016,12:00pm,7B Bennington Badgers Thompson 7th,7B Platteview Jr Trojans 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/13/2016,2:00pm,7B Lincoln Ambassadors Blue 7th,7B Council Bluffs LC Titans 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/13/2016,3:00pm,7B Marian Jr Crusaders Schinco 7th,7B Tekamah Herman 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/13/2016,5:00pm,7B Elkhorn Elite White 7th,7B Bellevue Ice White 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/13/2016,9:00am,7B Westside White 7th,7B Skutt Green 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/19/2016,8:00pm,7B Westside Red 7th,7B Platteview Jr Trojans 7th,7th Grade Bronze,ERMS,Court 2
Fall 2016,11/20/2016,1:00pm,7B Marian Jr Crusaders Schinco 7th,7B Fury 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/20/2016,10:00am,7B Millard North Blue 7th,7B Elkhorn Elite White 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/20/2016,11:00am,7B OSA White 7th,7B AG Lady Jays 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/20/2016,12:00pm,7B Council Bluffs LC Titans 7th,7B AG Lady Jays 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/20/2016,2:00pm,7B Bennington Badgers Thompson 7th,7B Gretna Martin 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/20/2016,3:00pm,7B Tekamah Herman 7th,7B Fury 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/20/2016,5:00pm,7B Bellevue Ice White 7th,7B Fremont Eite Rensch 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,11/20/2016,9:00am,7B OSA White 7th,7B Skutt Green 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,12/3/2016,8:00pm,7B Lincoln Ambassadors Blue 7th,7B OSA White 7th,7th Grade Bronze,ERMS,Court 2
Fall 2016,12/4/2016,1:00pm,7B AG Lady Jays 7th,7B Westside White 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,12/4/2016,10:00am,7B Elkhorn Elite White 7th,7B Tekamah Herman 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,12/4/2016,11:00am,7B Gretna Martin 7th,7B Millard West Green 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,12/4/2016,12:00pm,7B Fremont Eite Rensch 7th,7B Millard North Blue 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,12/4/2016,2:00pm,7B Platteview Jr Trojans 7th,7B Council Bluffs LC Titans 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,12/4/2016,3:00pm,7B Bennington Badgers Thompson 7th,7B Marian Jr Crusaders Schinco 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,12/4/2016,5:00pm,7B Skutt Green 7th,7B Bellevue Ice White 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,12/4/2016,9:00am,7B Millard West Green 7th,7B Westside Red 7th,7th Grade Bronze,NE Elite,Court 1
Fall 2016,10/16/2016,1:00pm,7S Westside Black 7th,7S Lady Grizzlies Orange 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,10/16/2016,10:00am,7S Glenwood 7th,7S Nebraska Lasers Purple 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,10/16/2016,11:00am,7S DC West Swish 22 7th,7S Millard North Silver 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,10/16/2016,11:00am,7S Skutt 7th,7S Millard West Black 6th,7th Grade Silver,ERMS,Court 1
Fall 2016,10/16/2016,12:00pm,7S Glenwood 7th,7S OSA Black 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,10/16/2016,12:00pm,7S Marian Jr Cursaders Hoffman 7th,7S Westpoint GACC 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,10/16/2016,2:00pm,7S Westpoint GACC 7th,7S Council Bluffs LC Titans 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,10/16/2016,3:00pm,7S Bellevue Ice Purple 7th,7S Louisville Lions 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,10/16/2016,4:00pm,7S Millard North Silver 7th,7S Bellevue Ice Purple 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,10/16/2016,4:00pm,7S Millard West Black 7th,7S Millard South 7th,7th Grade Silver,NE Elite,Court 1
Fall 2016,10/16/2016,8:00am,7S Blair Purple 7th,7S Elkhorn Elite Blue 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,10/16/2016,9:00am,7S Nebraska Lasers Purple 7th,7S Millard West Black 6th,7th Grade Silver,ERMS,Court 1
Fall 2016,10/23/2016,1:00pm,7S Elkhorn Elite Blue 7th,7S Skutt 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,10/23/2016,10:00am,7S Nebraska Lasers Purple 7th,7S Harlan Cyclones Black 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,10/23/2016,11:00am,7S Council Bluffs LC Titans 7th,7S Harlan Cyclones Red 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,10/23/2016,11:00am,7S Fremont Elite Kinning 7th,7S Westside Black 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,10/23/2016,12:00pm,7S OSA Black 7th,7S Harlan Cyclones Black 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,10/23/2016,12:00pm,7S Harlan Cyclones Red 7th,7S Lady Grizzlies Orange 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,10/23/2016,2:00pm,7S Millard West Black 6th,7S Lincoln Ambassadors Gold 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,10/23/2016,3:00pm,7S Elkhorn Elite Red 7th,7S North Bend 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,10/23/2016,4:00pm,7S Marian Jr Cursaders Hoffman 7th,7S Elkhorn Elite Red 7th,7th Grade Silver,NE Elite,Court 1
Fall 2016,10/23/2016,4:00pm,7S Louisville Lions 7th,7S North Bend 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,10/23/2016,8:00am,7S Millard West Black 7th,7S DC West Swish 22 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,10/23/2016,9:00am,7S Nebraska Lasers Purple 7th,7S Millard West Black 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,10/30/2016,1:00pm,7S Westpoint GACC 7th,7S Fremont Elite Kinning 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,10/30/2016,10:00am,7S Lincoln Ambassadors Gold 7th,7S Nebraska Lasers Purple 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,10/30/2016,11:00am,7S Lincoln Ambassadors Gold 7th,7S Elkhorn Elite Blue 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,10/30/2016,11:00am,7S Blair Purple 7th,7S Glenwood 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,10/30/2016,12:00pm,7S Nebraska Lasers Purple 7th,7S Council Bluffs LC Titans 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,10/30/2016,12:00pm,7S Westside Black 7th,7S Millard West Black 6th,7th Grade Silver,NE Elite,Court 2
Fall 2016,10/30/2016,2:00pm,7S North Bend 7th,7S Millard South 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,10/30/2016,3:00pm,7S Lady Grizzlies Orange 7th,7S Westpoint GACC 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,10/30/2016,4:00pm,7S Millard South 7th,7S Bellevue Ice Purple 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,10/30/2016,4:00pm,7S Louisville Lions 7th,7S DC West Swish 22 7th,7th Grade Silver,NE Elite,Court 1
Fall 2016,10/30/2016,8:00am,7S Marian Jr Cursaders Hoffman 7th,7S Millard West Black 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,10/30/2016,9:00am,7S Millard West Black 7th,7S Millard North Silver 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,11/6/2016,1:00pm,7S Fremont Elite Kinning 7th,7S Harlan Cyclones Red 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,11/6/2016,10:00am,7S Harlan Cyclones Black 7th,7S Millard West Black 6th,7th Grade Silver,ERMS,Court 1
Fall 2016,11/6/2016,11:00am,7S Harlan Cyclones Black 7th,7S Lincoln Ambassadors Gold 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,11/6/2016,11:00am,7S Millard North Silver 7th,7S Louisville Lions 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,11/6/2016,12:00pm,7S Council Bluffs LC Titans 7th,7S Lincoln Ambassadors Gold 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,11/6/2016,12:00pm,7S Millard North Silver 7th,7S Millard South 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,11/6/2016,2:00pm,7S Millard South 7th,7S Marian Jr Cursaders Hoffman 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,11/6/2016,3:00pm,7S North Bend 7th,7S Westside Black 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,11/6/2016,4:00pm,7S Lady Grizzlies Orange 7th,7S OSA Black 7th,7th Grade Silver,NE Elite,Court 1
Fall 2016,11/6/2016,4:00pm,7S Bellevue Ice Purple 7th,7S Westside Black 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,11/6/2016,8:00am,7S Millard West Black 6th,7S Glenwood 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,11/6/2016,9:00am,7S Elkhorn Elite Blue 7th,7S Nebraska Lasers Purple 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,11/13/2016,1:00pm,7S DC West Swish 22 7th,7S Millard South 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,11/13/2016,10:00am,7S Blair Purple 7th,7S Lady Grizzlies Orange 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,11/13/2016,11:00am,7S Blair Purple 7th,7S Council Bluffs LC Titans 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,11/13/2016,11:00am,7S Millard West Black 6th,7S Elkhorn Elite Blue 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,11/13/2016,12:00pm,7S Skutt 7th,7S Council Bluffs LC Titans 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,11/13/2016,12:00pm,7S Westpoint GACC 7th,7S North Bend 7th,7th Grade Silver,NE Elite,Court 2
