"Season","Date","Court","Time","Visitor","Home","Division","Location"
"Winter 2014","2/2/2014","Court 2","11:00am","7B Lady Warriors 7th","7B Bellevue Thunder Purple 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 2","9:00am","7B Marian Jr. Crusaders White 7th","7B Bellevue Thunder Purple 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 2","9:00am","7B BGBC 7th","7B Bellevue Thunder Purple 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 1","1:00pm","7B Millard North Blue 7th","7B Bennington Badgers Harris 7th","7th Grade Bronze","Nebraska Elite"
"Winter 2014","2/23/2014","Court 2","12:00pm","7B Elkhorn Elite 7th Blue","7B Bennington Badgers Harris 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 1","9:00am","7B Gretna Green 7th","7B Bennington Badgers Harris 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 1","1:00pm","7B Westside Red 7th","7B BGBC 7th","7th Grade Bronze","Nebraska Elite"
"Winter 2014","2/2/2014","Court 2","10:00am","7B Bennington Badgers Harris 7th","7B BGBC 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 2","11:00am","7B Lady Warriors 7th","7B BGBC 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 2","11:00am","7B Bellevue Thunder Purple 7th","7B Elkhorn Elite 7th Blue","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 2","11:00am","7B PLV South Titans Blue 7th","7B Elkhorn Elite 7th Blue","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 1","1:00pm","7B Millard West White 7th","7B Elkhorn Elite 7th Blue","7th Grade Bronze","Nebraska Elite"
"Winter 2014","3/2/2014","Court 2","12:00pm","7B Marian Jr. Crusaders White 7th","7B Elkhorn Elite 7th Blue","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 2","9:00am","7B Millard West White 7th","7B Gretna Green 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 1","9:00am","7B Marian Jr. Crusaders White 7th","7B Gretna Green 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 2","12:00pm","7B PLV South Titans Blue 7th","7B Gretna Green 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 2","11:00am","7B Millard North Blue 7th","7B Gretna Green 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 1","9:00am","7B Bennington Badgers Harris 7th","7B Lady Warriors 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 1","1:00pm","7B Gretna Green 7th","7B Lady Warriors 7th","7th Grade Bronze","Nebraska Elite"
"Winter 2014","2/9/2014","Court 2","9:00am","7B Millard North Blue 7th","7B Lady Warriors 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 2","10:00am","7B Abraham Lincoln Jr. Lynx 7th","7B Marian Jr. Crusaders White 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 2","9:00am","7B Lady Warriors 7th","7B Marian Jr. Crusaders White 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 1","1:00pm","7B BGBC 7th","7B Marian Jr. Crusaders White 7th","7th Grade Bronze","Nebraska Elite"
"Winter 2014","1/12/2014","Court 2","11:00am","7B PLV South Titans Blue 7th","7B Millard North Blue 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 2","10:00am","7B BGBC 7th","7B Millard North Blue 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 2","9:00am","7B Marian Jr. Crusaders White 7th","7B Millard North Blue 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 2","12:00pm","7B Abraham Lincoln Jr. Lynx 7th","7B Millard West White 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 2","9:00am","7B Westside Red 7th","7B Millard West White 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 2","12:00pm","7B Bellevue Thunder Purple 7th","7B Millard West White 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 2","10:00am","7B Bennington Badgers Harris 7th","7B Millard West White 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 1","9:00am","7B BGBC 7th","7B PLV South Titans Blue 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 1","9:00am","7B Millard West White 7th","7B PLV South Titans Blue 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 2","10:00am","7B Abraham Lincoln Jr. Lynx 7th","7B PLV South Titans Blue 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 2","10:00am","7B Gretna Green 7th","7B Westside Red 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 2","10:00am","7B Bellevue Thunder Purple 7th","7B Westside Red 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 2","11:00am","7B Elkhorn Elite 7th Blue","7B Westside Red 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 1","9:00am","7B PLV South Titans Blue 7th","7B Westside Red 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 1","10:00am","7G Trailblazers 7th","7G Marian Jr. Cursaders Blue 7th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 1","11:00am","7G Millard West Black 7th","7G Marian Jr. Cursaders Blue 7th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 1","12:00pm","7G Millard North Silver 7th","7G Marian Jr. Cursaders Blue 7th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 1","11:00am","7G PLV Monarchs 7th","7G Marian Jr. Cursaders Blue 7th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 1","10:00am","7G PLV Monarchs 7th","7G Millard North Silver 7th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 1","10:00am","7G Millard West Black 7th","7G Millard North Silver 7th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 1","11:00am","7G PLV South Titans Black 6th","7G Millard North Silver 7th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 1","12:00pm","7G Marian Jr. Cursaders Blue 7th","7G Millard West Black 7th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 1","10:00am","7G PLV South Titans Black 6th","7G Millard West Black 7th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 1","12:00pm","7G PLV Monarchs 7th","7G Millard West Black 7th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 1","11:00am","7G Millard West Black 7th","7G PLV Monarchs 7th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 1","10:00am","7G PLV South Titans Black 6th","7G PLV Monarchs 7th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 1","11:00am","7G Millard North Silver 7th","7G PLV Monarchs 7th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 1","12:00pm","7G Trailblazers 7th","7G PLV Monarchs 7th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 1","12:00pm","7G Millard North Silver 7th","7G PLV South Titans Black 6th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 1","11:00am","7G Marian Jr. Cursaders Blue 7th","7G PLV South Titans Black 6th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 1","10:00am","7G Trailblazers 7th","7G PLV South Titans Black 6th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 1","11:00am","7G PLV South Titans Black 6th","7G Trailblazers 7th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 1","12:00pm","7G Millard North Silver 7th","7G Trailblazers 7th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 1","12:00pm","7G Millard West Black 7th","7G Trailblazers 7th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 1","10:00am","7G Marian Jr. Cursaders Blue 7th","7G Trailblazers 7th","7th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 1","11:00am","7S Skutt 7th","7S Bennington Badgers Rupprecht 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","1/26/2014","Court 1","11:00am","7S Millard West Green 7th","7S Bennington Badgers Rupprecht 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","2/9/2014","Court 1","11:00am","7S PLV South Titans Black 7th","7S Bennington Badgers Rupprecht 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","3/2/2014","Court 1","11:00am","7S Lady Grizzlies 7th","7S Bennington Badgers Rupprecht 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","1/19/2014","Court 1","11:00am","7S Bennington Badgers Rupprecht 7th","7S Fremont Elite 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","1/26/2014","Court 1","2:00pm","7S Wahoo Cavalry 7th","7S Fremont Elite 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","2/9/2014","Court 1","12:00pm","7S Skutt 7th","7S Fremont Elite 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","3/2/2014","Court 1","3:00pm","7S Lady Grizzlies 7th","7S Fremont Elite 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","2/2/2014","Court 1","12:00pm","7S Wahoo Cavalry 7th","7S Lady Grizzlies 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","2/23/2014","Court 1","12:00pm","7S PLV South Titans Black 7th","7S Lady Grizzlies 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","2/23/2014","Court 1","2:00pm","7S Skutt 7th","7S Lady Grizzlies 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","2/2/2014","Court 1","2:00pm","7S Lady Grizzlies 7th","7S Millard West Green 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","2/23/2014","Court 1","3:00pm","7S Fremont Elite 7th","7S Millard West Green 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","2/9/2014","Court 1","3:00pm","7S Westside Black 7th","7S Millard West Green 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","1/19/2014","Court 1","12:00pm","7S Fremont Elite 7th","7S PLV South Titans Black 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","1/26/2014","Court 1","12:00pm","7S Westside Black 7th","7S PLV South Titans Black 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","2/9/2014","Court 1","2:00pm","7S Millard West Green 7th","7S PLV South Titans Black 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","1/19/2014","Court 1","3:00pm","7S Millard West Green 7th","7S Skutt 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","1/26/2014","Court 1","3:00pm","7S Wahoo Cavalry 7th","7S Skutt 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","2/2/2014","Court 1","3:00pm","7S PLV South Titans Black 7th","7S Skutt 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","1/12/2014","Court 1","12:00pm","7S PLV South Titans Black 7th","7S Wahoo Cavalry 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","1/12/2014","Court 1","2:00pm","7S Westside Black 7th","7S Wahoo Cavalry 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","2/2/2014","Court 1","11:00am","7S Bennington Badgers Rupprecht 7th","7S Wahoo Cavalry 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","3/2/2014","Court 1","12:00pm","7S Millard West Green 7th","7S Wahoo Cavalry 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","1/12/2014","Court 1","3:00pm","7S Fremont Elite 7th","7S Westside Black 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","1/19/2014","Court 1","2:00pm","7S Lady Grizzlies 7th","7S Westside Black 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","2/23/2014","Court 1","11:00am","7S Bennington Badgers Rupprecht 7th","7S Westside Black 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","3/2/2014","Court 1","2:00pm","7S Skutt 7th","7S Westside Black 7th","7th Grade Silver","Nebraska Elite"
"Winter 2014","1/19/2014","Court 1","4:00pm","8B Gretna Green 8th","8B Bellevue Thunder Purple 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 1","2:00pm","8B Legacy 8th","8B Bellevue Thunder Purple 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 1","3:00pm","8B Westside Red 8th","8B Bellevue Thunder Purple 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 1","4:00pm","8B Millard South 7th","8B Gretna Green 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 1","1:00pm","8B Millard North Blue 8th","8B Gretna Green 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 1","1:00pm","8B Skutt 8th","8B Gretna Green 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 1","3:00pm","8B Westside Red 8th","8B Legacy 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 1","3:00pm","8B Millard South 7th","8B Legacy 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 1","2:00pm","8B Lincoln Ambassadors Blue 8th","8B Legacy 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 1","2:00pm","8B Gretna Green 8th","8B Legacy 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 1","1:00pm","8B Bellevue Thunder Purple 8th","8B Lincoln Ambassadors Blue 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 1","1:00pm","8B Skutt 8th","8B Lincoln Ambassadors Blue 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 1","2:00pm","8B Gretna Green 8th","8B Lincoln Ambassadors Blue 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 1","1:00pm","8B Westside Red 8th","8B Lincoln Ambassadors Blue 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 1","1:00pm","8B Lincoln Ambassadors Blue 8th","8B Millard North Blue 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 1","4:00pm","8B Bellevue Thunder Purple 8th","8B Millard North Blue 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 1","3:00pm","8B Legacy 8th","8B Millard North Blue 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 1","4:00pm","8B Skutt 8th","8B Millard North Blue 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 1","2:00pm","8B Skutt 8th","8B Millard South 7th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 1","1:00pm","8B Lincoln Ambassadors Blue 8th","8B Millard South 7th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 1","4:00pm","8B Millard North Blue 8th","8B Millard South 7th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 1","3:00pm","8B Bellevue Thunder Purple 8th","8B Millard South 7th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 1","2:00pm","8B Legacy 8th","8B Skutt 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 1","4:00pm","8B Bellevue Thunder Purple 8th","8B Skutt 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 1","3:00pm","8B Westside Red 8th","8B Skutt 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 1","3:00pm","8B Millard North Blue 8th","8B Westside Red 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 1","2:00pm","8B Gretna Green 8th","8B Westside Red 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 1","4:00pm","8B Millard South 7th","8B Westside Red 8th","8th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 1","7:00pm","8G Millard North Silver 8th","8G Bellevue Thunder Gold 7th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 1","8:00pm","8G PLV Monarchs 8th","8G Bellevue Thunder Gold 7th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 1","6:00pm","8G Huskies 8th","8G Bellevue Thunder Gold 7th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 1","6:00pm","8G Marian Jr. Crusaders 8th","8G Bellevue Thunder Gold 7th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 1","7:00pm","8G For Pete Omaha Elite Force 7th","8G Bellevue Thunder Gold 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 1","8:00pm","8G For Pete Royal Force 8th","8G Bellevue Thunder Gold 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 1","5:00pm","8G Marian Jr. Crusaders 8th","8G Bellevue Thunder Gold 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 1","5:00pm","8G Bellevue Thunder Gold 7th","8G Bellevue Thunder Gold 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 1","7:00pm","8G PLV Monarchs 8th","8G For Pete Omaha Elite Force 7th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 1","8:00pm","8G Bellevue Thunder Gold 7th","8G For Pete Omaha Elite Force 7th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 1","6:00pm","8G For Pete Royal Force 8th","8G For Pete Omaha Elite Force 7th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 1","6:00pm","8G Millard North Silver 8th","8G For Pete Royal Force 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 1","5:00pm","8G Bellevue Thunder Gold 7th","8G For Pete Royal Force 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 1","7:00pm","8G PLV Monarchs 8th","8G For Pete Royal Force 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 1","6:00pm","8G Marian Jr. Crusaders 8th","8G Huskies 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 1","8:00pm","8G For Pete Royal Force 8th","8G Huskies 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 1","6:00pm","8G For Pete Omaha Elite Force 7th","8G Huskies 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 1","7:00pm","8G Bellevue Thunder Gold 8th","8G Huskies 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 1","5:00pm","8G Millard North Silver 8th","8G Marian Jr. Crusaders 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 1","7:00pm","8G PLV Monarchs 8th","8G Marian Jr. Crusaders 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 1","6:00pm","8G For Pete Omaha Elite Force 7th","8G Marian Jr. Crusaders 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 1","8:00pm","8G For Pete Royal Force 8th","8G Marian Jr. Crusaders 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 1","5:00pm","8G Huskies 8th","8G Millard North Silver 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 1","7:00pm","8G Bellevue Thunder Gold 8th","8G Millard North Silver 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 1","8:00pm","8G For Pete Omaha Elite Force 7th","8G Millard North Silver 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 1","5:00pm","8G Bellevue Thunder Gold 8th","8G PLV Monarchs 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 1","5:00pm","8G Millard North Silver 8th","8G PLV Monarchs 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 1","8:00pm","8G Huskies 8th","8G PLV Monarchs 8th","8th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 2","5:00pm","8SA St. Gerald's 8th","8SA Bennington Badgers 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 2","5:00pm","8SA Fremont Elite 8th","8SA Bennington Badgers 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 2","7:00pm","8SA Millard South 8th","8SA Bennington Badgers 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 2","6:00pm","8SA Lincoln Ambassadors Gold 8th","8SA Bennington Badgers 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 2","6:00pm","8SA Trailblazers 8th","8SA For Pete Neon Force 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 2","6:00pm","8SA Bennington Badgers 8th","8SA For Pete Neon Force 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 2","5:00pm","8SA Fremont Elite 8th","8SA For Pete Neon Force 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 2","7:00pm","8SA Marian Jr. Cursaders 2 8th","8SA Fremont Elite 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 2","5:00pm","8SA Millard South 8th","8SA Fremont Elite 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 2","6:00pm","8SA Lincoln Ambassadors Gold 8th","8SA Fremont Elite 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 2","8:00pm","8SA For Pete Neon Force 8th","8SA Lincoln Ambassadors Gold 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 2","8:00pm","8SA Millard South 8th","8SA Lincoln Ambassadors Gold 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 2","8:00pm","8SA Marian Jr. Cursaders 2 8th","8SA Lincoln Ambassadors Gold 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 2","5:00pm","8SA Trailblazers 8th","8SA Marian Jr. Cursaders 2 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 2","8:00pm","8SA Bennington Badgers 8th","8SA Marian Jr. Cursaders 2 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 2","5:00pm","8SA For Pete Neon Force 8th","8SA Marian Jr. Cursaders 2 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 2","6:00pm","8SA Marian Jr. Cursaders 2 8th","8SA Millard South 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 2","5:00pm","8SA Trailblazers 8th","8SA Millard South 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 2","7:00pm","8SA For Pete Neon Force 8th","8SA Millard South 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 2","7:00pm","8SA St. Gerald's 8th","8SA Millard South 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 2","7:00pm","8SA Lincoln Ambassadors Gold 8th","8SA St. Gerald's 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 2","6:00pm","8SA Fremont Elite 8th","8SA St. Gerald's 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 2","8:00pm","8SA For Pete Neon Force 8th","8SA St. Gerald's 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 2","6:00pm","8SA Marian Jr. Cursaders 2 8th","8SA St. Gerald's 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 2","7:00pm","8SA Lincoln Ambassadors Gold 8th","8SA Trailblazers 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 2","8:00pm","8SA Fremont Elite 8th","8SA Trailblazers 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 2","7:00pm","8SA Bennington Badgers 8th","8SA Trailblazers 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 2","8:00pm","8SA St. Gerald's 8th","8SA Trailblazers 8th","8th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 2","2:00pm","8SB Huskies 7th","8SB Abraham Lincoln Jr. Lynx Blue 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 2","2:00pm","8SB OSA Gold 8th","8SB Abraham Lincoln Jr. Lynx Blue 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 2","1:00pm","8SB BGBC 8th","8SB Abraham Lincoln Jr. Lynx Blue 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 2","2:00pm","8SB Wahoo Cavalry 8th","8SB Abraham Lincoln Jr. Lynx Blue 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 2","4:00pm","8SB Westside Black 8th","8SB BGBC 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
